loc,Pred_loc,dist_localization_error_pd
"135,66","134,67",1.41
"153,129","153,128",1.0
"9,25","8,24",1.41
"13,8","11,7",2.24
"169,71","170,71",1.0
"107,119","104,119",3.0
"83,111","85,112",2.24
"119,33","117,28",5.39
"44,84","42,85",2.24
"84,48","82,47",2.24
"156,118","155,117",1.41
"105,86","103,86",2.0
"125,43","123,43",2.0
"28,84","26,84",2.0
"113,120","111,118",2.83
"107,122","105,121",2.24
"43,112","43,113",1.0
"106,90","105,89",1.41
"75,86","76,84",2.24
"67,82","66,82",1.0
"54,93","52,94",2.24
"38,90","37,91",1.41
"75,77","74,77",1.0
"135,87","133,86",2.24
"184,97","182,97",2.0
"28,34","29,34",1.0
"29,117","31,115",2.83
"181,63","182,63",1.0
"22,83","20,83",2.0
"137,87","137,87",0.0
"124,30","124,27",3.0
"165,49","163,49",2.0
"158,17","155,14",4.24
"65,59","64,59",1.0
"32,67","30,67",2.0
"151,97","150,96",1.41
"172,26","170,26",2.0
"7,12","3,8",5.66
"3,84","3,85",1.0
"24,45","22,42",3.61
"144,28","140,29",4.12
"149,41","147,39",2.83
"59,129","59,128",1.0
"2,114","1,112",2.24
"5,116","1,118",4.47
"19,21","16,15",6.71
"158,38","157,38",1.0
"154,12","154,11",1.0
"70,2","67,3",3.16
"140,79","141,79",1.0
"71,93","70,93",1.0
"135,12","131,11",4.12
"14,80","15,80",1.0
"93,31","91,31",2.0
"127,61","127,58",3.0
"168,23","166,23",2.0
"35,76","36,77",1.41
"131,100","130,100",1.0
"57,73","56,73",1.0
"50,34","50,32",2.0
"70,75","71,75",1.0
"19,109","18,110",1.41
"78,76","79,75",1.41
"182,94","180,94",2.0
"43,50","41,52",2.83
"2,55","1,53",2.24
"154,43","152,43",2.0
"161,100","159,100",2.0
"4,117","1,115",3.61
"109,3","105,1",4.47
"159,121","157,118",3.61
"172,2","171,1",1.41
"92,5","95,4",3.16
"139,78","138,77",1.41
"63,47","63,46",1.0
"117,21","116,21",1.0
"161,125","160,126",1.41
"68,121","66,120",2.24
"136,94","137,94",1.0
"84,14","82,13",2.24
"172,112","170,108",4.47
"81,21","79,19",2.83
"183,63","182,61",2.24
"105,104","105,103",1.0
"44,11","43,9",2.24
"188,110","185,111",3.16
"124,122","122,123",2.24
"130,77","130,77",0.0
"127,71","126,70",1.41
"95,130","89,129",6.08
"106,68","105,68",1.0
"11,107","12,105",2.24
"183,117","180,117",3.0
"115,20","114,17",3.16
"117,86","118,87",1.41
"99,86","98,86",1.0
"41,26","41,24",2.0
"174,8","172,6",2.83
"175,4","174,2",2.24
"135,114","134,114",1.0
"61,121","58,121",3.0
"15,60","14,59",1.41
"23,109","23,108",1.0
"134,111","132,111",2.0
"146,77","146,77",0.0
"31,58","30,56",2.24
"12,96","10,96",2.0
"74,82","75,84",2.24
"122,127","121,128",1.41
"26,60","25,57",3.16
"26,118","24,117",2.24
"15,5","12,1",5.0
"98,128","95,126",3.61
"16,26","11,24",5.39
"56,60","55,59",1.41
"140,58","139,57",1.41
"52,30","52,29",1.0
"147,2","146,1",1.41
"109,68","110,68",1.0
"121,17","124,15",3.61
"78,85","77,85",1.0
"31,74","30,74",1.0
"86,34","84,33",2.24
"123,67","122,68",1.41
"40,93","37,93",3.0
"23,56","22,53",3.16
"134,129","133,127",2.24
"117,83","118,82",1.41
"113,39","112,40",1.41
"107,125","105,123",2.83
"106,36","104,34",2.83
"122,6","119,5",3.16
"74,128","76,127",2.24
"66,66","63,65",3.16
"145,31","142,31",3.0
"68,101","66,101",2.0
"83,62","77,61",6.08
"54,66","51,67",3.16
"186,117","186,117",0.0
"25,128","25,127",1.0
"146,24","144,24",2.0
"19,38","16,34",5.0
"4,88","5,84",4.12
"73,6","70,4",3.61
"18,18","18,17",1.0
"117,44","116,45",1.41
"109,94","107,94",2.0
"74,112","72,111",2.24
"7,10","5,11",2.24
"134,43","133,42",1.41
"103,36","102,35",1.41
"59,18","59,15",3.0
"104,16","101,16",3.0
"14,48","13,47",1.41
"27,79","26,79",1.0
"128,41","127,41",1.0
"156,23","154,21",2.83
"150,36","149,35",1.41
"64,114","62,113",2.24
"1,67","2,66",1.41
"174,11","172,7",4.47
"55,34","53,33",2.24
"77,42","76,40",2.24
"27,51","26,50",1.41
"65,111","62,110",3.16
"177,100","174,100",3.0
"78,24","75,23",3.16
"92,114","95,113",3.16
"102,14","99,12",3.61
"139,90","138,90",1.0
"124,28","122,25",3.61
"102,1","101,1",1.0
"5,114","5,113",1.0
"134,1","128,1",6.0
"92,42","91,40",2.24
"59,51","57,50",2.24
"113,90","112,89",1.41
"57,97","55,96",2.24
"23,68","22,69",1.41
"65,94","64,93",1.41
"35,82","34,82",1.0
"151,116","152,117",1.41
"105,49","103,49",2.0
"46,79","45,77",2.24
"64,11","64,10",1.0
"65,30","64,30",1.0
"88,95","87,95",1.0
"99,62","100,61",1.41
"8,125","7,123",2.24
"137,128","137,127",1.0
"61,4","59,3",2.24
"61,96","59,96",2.0
"130,80","130,80",0.0
"117,67","115,67",2.0
"89,58","89,56",2.0
"119,127","118,125",2.24
"16,44","15,45",1.41
"181,96","180,96",1.0
"3,70","4,70",1.0
"79,73","77,73",2.0
"155,99","155,99",0.0
"109,84","107,84",2.0
"133,11","130,9",3.61
"153,102","154,102",1.0
"15,109","11,108",4.12
"14,130","15,129",1.41
"3,100","2,97",3.16
"177,96","174,96",3.0
"154,115","151,114",3.16
"104,79","101,79",3.0
"4,14","2,13",2.24
"136,48","135,46",2.24
"173,89","172,89",1.0
"183,8","178,8",5.0
"139,77","138,77",1.0
"147,39","145,37",2.83
"167,82","167,81",1.0
"102,15","100,11",4.47
"138,40","134,38",4.47
"166,76","166,75",1.0
"52,57","51,57",1.0
"101,130","98,128",3.61
"95,9","96,8",1.41
"1,104","2,103",1.41
"167,123","166,124",1.41
"165,50","165,52",2.0
"114,74","115,74",1.0
"42,14","39,18",5.0
"86,96","84,94",2.83
"85,21","81,20",4.12
"133,18","133,16",2.0
"132,27","130,24",3.61
"179,73","180,71",2.24
"128,44","127,44",1.0
"144,48","143,47",1.41
"95,121","90,119",5.39
"6,57","7,54",3.16
"114,82","114,81",1.0
"68,105","67,106",1.41
"164,50","163,49",1.41
"74,48","76,46",2.83
"57,115","55,114",2.24
"89,128","86,127",3.16
"46,63","45,62",1.41
"13,62","12,62",1.0
"7,117","7,116",1.0
"113,93","113,92",1.0
"4,120","3,118",2.24
"20,13","17,14",3.16
"103,3","104,1",2.24
"17,109","16,109",1.0
"147,128","147,129",1.0
"149,109","147,108",2.24
"178,12","176,17",5.39
"114,42","113,42",1.0
"120,66","119,63",3.16
"43,53","43,51",2.0
"33,117","33,115",2.0
"129,34","129,31",3.0
"89,113","85,110",5.0
"138,65","141,65",3.0
"160,116","159,116",1.0
"46,19","46,19",0.0
"87,2","86,1",1.41
"94,124","91,122",3.61
"129,128","127,127",2.24
"3,51","3,45",6.0
"24,28","23,23",5.1
"90,83","88,82",2.24
"31,42","31,41",1.0
"98,27","96,25",2.83
"165,9","167,8",2.24
"34,65","35,64",1.41
"92,88","91,88",1.0
"2,56","1,55",1.41
"86,62","85,62",1.0
"52,24","51,23",1.41
"60,69","58,69",2.0
"87,79","85,79",2.0
"72,128","73,127",1.41
"34,126","33,124",2.24
"23,8","20,9",3.16
"27,92","26,94",2.24
"166,2","166,1",1.0
"104,74","105,75",1.41
"136,128","136,126",2.0
"153,35","152,35",1.0
"91,29","90,28",1.41
"21,112","19,110",2.83
"176,69","175,67",2.24
"119,86","118,87",1.41
"79,81","78,83",2.24
"175,92","175,90",2.0
"135,120","134,120",1.0
"123,109","122,109",1.0
"32,54","33,54",1.0
"40,68","41,66",2.24
"120,42","121,41",1.41
"135,80","134,80",1.0
"184,40","180,34",7.21
"13,128","11,124",4.47
"144,69","142,69",2.0
"25,64","25,62",2.0
"38,65","36,65",2.0
"136,103","134,103",2.0
"114,10","110,9",4.12
"47,106","45,107",2.24
"120,111","120,110",1.0
"170,109","167,109",3.0
"93,36","94,36",1.0
"54,6","55,5",1.41
"62,126","62,125",1.0
"120,41","121,39",2.24
"26,130","26,128",2.0
"183,60","182,59",1.41
"79,127","75,126",4.12
"150,109","149,108",1.41
"134,39","133,38",1.41
"101,47","102,47",1.0
"107,3","105,2",2.24
"104,103","103,104",1.41
"146,73","144,73",2.0
"161,107","162,106",1.41
"128,7","125,7",3.0
"83,45","83,46",1.0
"23,12","20,9",4.24
"64,87","62,86",2.24
"118,21","115,20",3.16
"149,70","150,69",1.41
"43,96","39,97",4.12
"16,67","15,67",1.0
"33,87","33,85",2.0
"85,28","83,30",2.83
"43,23","42,22",1.41
"73,87","71,87",2.0
"4,19","6,15",4.47
"140,1","133,3",7.28
"106,88","105,87",1.41
"47,72","46,70",2.24
"130,103","131,102",1.41
"171,23","173,21",2.83
"78,104","76,105",2.24
"186,65","185,64",1.41
"65,56","64,56",1.0
"128,56","129,56",1.0
"55,123","52,124",3.16
"83,99","82,99",1.0
"119,20","116,22",3.61
"33,100","32,98",2.24
"136,10","138,7",3.61
"84,98","83,98",1.0
"146,117","145,118",1.41
"173,79","173,78",1.0
"53,110","52,111",1.41
"174,126","173,126",1.0
"94,82","89,80",5.39
"129,119","128,120",1.41
"20,94","18,93",2.24
"45,89","43,89",2.0
"138,102","137,102",1.0
"133,129","133,126",3.0
"49,82","49,79",3.0
"52,38","50,36",2.83
"111,105","109,105",2.0
"108,9","104,8",4.12
"38,20","39,17",3.16
"84,105","83,104",1.41
"51,17","51,15",2.0
"101,5","94,6",7.07
"175,129","176,127",2.24
"117,122","116,121",1.41
"161,24","157,24",4.0
"46,98","45,98",1.0
"182,57","181,55",2.24
"155,45","153,45",2.0
"123,121","121,120",2.24
"43,17","44,17",1.0
"158,55","157,56",1.41
"31,55","32,52",3.16
"123,22","120,21",3.16
"13,104","10,101",4.24
"120,13","118,13",2.0
"172,63","171,64",1.41
"49,29","46,29",3.0
"145,90","143,89",2.24
"3,108","2,107",1.41
"80,33","76,32",4.12
"55,72","56,71",1.41
"120,90","120,88",2.0
"87,100","86,101",1.41
"74,64","72,64",2.0
"102,49","101,51",2.24
"90,8","87,5",4.24
"54,30","52,29",2.24
"143,70","142,68",2.24
"105,100","103,100",2.0
"100,35","99,33",2.24
"59,89","58,89",1.0
"44,31","45,31",1.0
"148,107","147,107",1.0
"91,113","90,114",1.41
"180,124","178,124",2.0
"170,30","171,30",1.0
"62,76","59,77",3.16
"151,71","151,70",1.0
"77,10","75,9",2.24
"179,99","177,98",2.24
"147,50","148,50",1.0
"70,76","69,76",1.0
"182,67","183,66",1.41
"116,7","114,6",2.24
"152,68","151,67",1.41
"21,23","19,23",2.0
"169,99","167,100",2.24
"53,69","51,68",2.24
"52,5","51,5",1.0
"175,72","175,71",1.0
"133,20","129,21",4.12
"103,117","103,118",1.0
"96,13","95,10",3.16
"124,93","125,92",1.41
"188,12","180,8",8.94
"175,15","177,15",2.0
"50,15","50,17",2.0
"47,11","48,7",4.12
"156,92","155,92",1.0
"134,75","133,73",2.24
"151,42","153,42",2.0
"68,20","65,21",3.16
"91,96","90,96",1.0
"181,95","179,96",2.24
"181,45","182,46",1.41
"121,129","120,128",1.41
"170,23","170,24",1.0
"115,51","115,50",1.0
"2,50","1,47",3.16
"88,111","83,112",5.1
"26,121","25,119",2.24
"96,100","97,100",1.0
"61,75","59,75",2.0
"7,14","4,12",3.61
"42,34","42,32",2.0
"18,1","16,1",2.0
"161,14","159,12",2.83
"60,63","58,63",2.0
"89,70","88,70",1.0
"184,75","185,74",1.41
"136,119","137,119",1.0
"102,11","103,8",3.16
"37,82","36,82",1.0
"104,81","103,81",1.0
"94,30","92,30",2.0
"148,55","147,55",1.0
"154,45","153,44",1.41
"80,126","82,127",2.24
"68,99","66,98",2.24
"19,69","20,68",1.41
"23,29","23,24",5.0
"67,53","66,52",1.41
"34,80","31,80",3.0
"70,103","67,104",3.16
"173,91","174,90",1.41
"85,56","83,56",2.0
"183,100","183,100",0.0
"149,45","148,45",1.0
"48,123","49,122",1.41
"69,9","66,6",4.24
"6,40","7,38",2.24
"77,105","75,104",2.24
"29,54","30,52",2.24
"50,65","51,65",1.0
"167,48","168,48",1.0
"167,107","169,107",2.0
"82,69","80,69",2.0
"165,54","164,55",1.41
"91,107","93,107",2.0
"90,28","89,29",1.41
"181,47","181,44",3.0
"153,53","152,52",1.41
"1,64","1,63",1.0
"146,55","145,56",1.41
"163,21","159,19",4.47
"89,105","90,106",1.41
"25,85","26,85",1.0
"168,58","167,58",1.0
"91,111","92,111",1.0
"157,100","156,100",1.0
"19,66","19,64",2.0
"158,83","156,84",2.24
"129,67","128,67",1.0
"153,120","152,118",2.24
"9,39","8,34",5.1
"138,6","139,5",1.41
"92,124","92,126",2.0
"177,128","176,128",1.0
"86,12","87,6",6.08
"31,129","33,128",2.24
"27,68","27,70",2.0
"22,3","18,5",4.47
"183,46","184,46",1.0
"12,18","9,11",7.62
"95,111","92,111",3.0
"144,50","141,50",3.0
"147,67","145,67",2.0
"77,84","76,84",1.0
"83,12","83,9",3.0
"172,107","171,108",1.41
"108,92","109,91",1.41
"106,19","106,18",1.0
"38,66","39,64",2.24
"183,122","181,123",2.24
"172,128","171,126",2.24
"32,122","32,121",1.0
"106,52","105,52",1.0
"122,84","121,85",1.41
"183,12","184,13",1.41
"159,78","158,78",1.0
"106,74","104,74",2.0
"125,13","122,14",3.16
"73,92","72,93",1.41
"60,30","59,29",1.41
"61,116","59,115",2.24
"133,5","129,6",4.12
"84,21","82,17",4.47
"54,69","54,68",1.0
"53,42","51,42",2.0
"110,87","108,87",2.0
"24,107","22,106",2.24
"87,46","85,45",2.24
"143,124","142,125",1.41
"91,121","90,122",1.41
"56,23","53,22",3.16
"23,102","23,101",1.0
"124,5","120,4",4.12
"99,36","98,35",1.41
"84,82","89,82",5.0
"171,36","169,36",2.0
"53,94","52,94",1.0
"34,33","30,37",5.66
"147,79","147,78",1.0
"177,17","181,19",4.47
"24,14","21,12",3.61
"143,83","141,82",2.24
"85,23","86,22",1.41
"148,78","146,79",2.24
"54,14","52,12",2.83
"75,38","76,37",1.41
"70,109","70,110",1.0
"164,87","161,88",3.16
"98,73","99,73",1.0
"41,42","42,43",1.41
"50,73","49,72",1.41
"60,101","58,100",2.24
"104,130","100,127",5.0
"170,42","169,42",1.0
"127,129","126,127",2.24
"129,113","128,112",1.41
"88,29","89,30",1.41
"81,36","82,35",1.41
"24,106","23,105",1.41
"56,99","55,98",1.41
"12,4","9,3",3.16
"92,70","90,70",2.0
"5,103","4,102",1.41
"156,5","157,3",2.24
"79,51","77,50",2.24
"159,2","157,4",2.83
"141,56","143,56",2.0
"73,26","74,27",1.41
"160,69","159,69",1.0
"144,99","145,99",1.0
"161,27","158,25",3.61
"170,54","170,53",1.0
"184,67","183,68",1.41
"85,27","82,27",3.0
"154,53","153,52",1.41
"144,32","141,32",3.0
"177,78","178,76",2.24
"14,45","14,43",2.0
"162,5","161,4",1.41
"45,49","44,47",2.24
"23,38","24,31",7.07
"6,124","7,121",3.16
"37,70","36,70",1.0
"91,56","91,54",2.0
"90,19","89,16",3.16
"134,3","131,2",3.16
"126,24","126,22",2.0
"75,59","72,57",3.61
"76,55","76,53",2.0
"135,121","136,120",1.41
"40,125","40,123",2.0
"57,58","55,58",2.0
"161,23","160,25",2.24
"101,119","99,118",2.24
"151,39","151,41",2.0
"75,26","75,24",2.0
"90,45","88,44",2.24
"180,121","179,120",1.41
"15,49","16,47",2.24
"102,67","101,67",1.0
"64,66","62,65",2.24
"130,47","129,47",1.0
"166,47","164,47",2.0
"171,35","169,38",3.61
"66,15","63,13",3.61
"63,3","59,1",4.47
"122,115","119,115",3.0
"159,97","158,97",1.0
"160,89","159,88",1.41
"133,42","133,38",4.0
"170,111","163,107",8.06
"71,78","72,77",1.41
"168,127","166,127",2.0
"124,36","125,36",1.0
"99,103","96,104",3.16
"85,14","82,15",3.16
"148,58","147,58",1.0
"101,116","99,114",2.83
"85,42","84,41",1.41
"146,19","142,17",4.47
"45,20","44,21",1.41
"153,12","150,12",3.0
"149,66","148,67",1.41
"111,95","112,95",1.0
"57,35","56,34",1.41
"149,24","144,24",5.0
"10,51","9,48",3.16
"177,63","176,63",1.0
"86,120","84,119",2.24
"151,5","148,6",3.16
"142,101","141,101",1.0
"131,57","131,57",0.0
"5,42","5,40",2.0
"3,115","4,111",4.12
"176,49","176,47",2.0
"138,3","137,1",2.24
"121,36","122,36",1.0
"47,78","46,78",1.0
"51,53","52,51",2.24
"110,60","109,60",1.0
"74,44","72,43",2.24
"48,12","47,10",2.24
"92,119","90,120",2.24
"115,21","115,17",4.0
"111,4","107,3",4.12
"118,19","116,19",2.0
"149,57","149,56",1.0
"95,92","94,92",1.0
"64,2","64,1",1.0
"145,114","144,114",1.0
"129,64","129,63",1.0
"114,47","113,47",1.0
"106,34","104,32",2.83
"67,31","66,33",2.24
"135,8","133,7",2.24
"176,32","175,31",1.41
"5,64","6,64",1.0
"75,56","73,56",2.0
"31,34","30,33",1.41
"176,95","175,96",1.41
"57,84","57,83",1.0
"72,77","71,77",1.0
"144,62","145,62",1.0
"28,106","27,106",1.0
"61,60","59,60",2.0
"183,29","181,28",2.24
"184,27","180,22",6.4
"59,23","56,24",3.16
"59,58","58,58",1.0
"63,120","62,120",1.0
"52,104","52,103",1.0
"100,89","99,88",1.41
"135,51","133,51",2.0
"137,59","137,57",2.0
"129,7","127,6",2.24
"7,84","5,84",2.0
"115,106","116,104",2.24
"49,27","49,25",2.0
"76,2","74,1",2.24
"68,55","67,53",2.24
"30,124","31,121",3.16
"101,18","102,17",1.41
"140,123","139,124",1.41
"158,6","159,5",1.41
"89,74","89,73",1.0
"107,63","107,62",1.0
"185,45","184,45",1.0
"69,56","67,56",2.0
"171,94","170,94",1.0
"55,81","56,79",2.24
"134,107","133,107",1.0
"179,113","178,112",1.41
"158,33","159,32",1.41
"188,123","185,123",3.0
"48,129","47,130",1.41
"62,102","63,102",1.0
"170,4","167,2",3.61
"126,6","122,4",4.47
"51,121","50,120",1.41
"83,72","82,72",1.0
"148,103","149,103",1.0
"24,114","22,114",2.0
"49,69","48,69",1.0
"50,85","50,84",1.0
"80,72","81,72",1.0
"78,116","79,115",1.41
"131,71","131,70",1.0
"164,94","162,94",2.0
"57,102","56,102",1.0
"134,55","133,55",1.0
"74,79","73,78",1.41
"62,21","60,21",2.0
"4,51","4,48",3.0
"39,74","37,74",2.0
"30,112","28,113",2.24
"1,5","1,3",2.0
"4,73","3,74",1.41
"173,16","170,14",3.61
"163,3","161,2",2.24
"7,123","5,125",2.83
"9,11","12,7",5.0
"36,119","35,117",2.24
"9,102","10,99",3.16
"7,72","6,74",2.24
"68,29","66,30",2.24
"128,126","128,125",1.0
"103,14","102,10",4.12
"151,53","149,53",2.0
"50,64","48,63",2.24
"166,73","165,72",1.41
"138,96","138,96",0.0
"98,61","99,59",2.24
"39,78","40,78",1.0
"35,57","36,57",1.0
"153,61","152,61",1.0
"39,121","36,120",3.16
"96,40","96,38",2.0
"45,118","44,116",2.24
"40,42","40,41",1.0
"70,49","71,48",1.41
"105,33","102,30",4.24
"102,73","101,73",1.0
"78,5","80,1",4.47
"57,91","55,91",2.0
"21,24","18,28",5.0
"5,23","3,21",2.83
"188,127","186,126",2.24
"65,24","65,21",3.0
"70,13","72,10",3.61
"98,81","99,82",1.41
"176,51","175,48",3.16
"124,10","128,8",4.47
"100,30","102,31",2.24
"49,104","49,102",2.0
"95,52","94,50",2.24
"188,25","185,24",3.16
"69,109","66,108",3.16
"103,2","101,1",2.24
"181,109","182,108",1.41
"112,129","111,127",2.24
"121,18","124,15",4.24
"142,44","140,43",2.24
"80,37","80,35",2.0
"83,121","81,121",2.0
"9,103","7,103",2.0
"133,33","131,33",2.0
"124,85","123,85",1.0
"23,106","20,104",3.61
"70,45","68,44",2.24
"170,98","171,97",1.41
"162,76","161,74",2.24
"37,2","32,2",5.0
"137,56","137,55",1.0
"177,108","178,107",1.41
"140,67","139,66",1.41
"134,85","135,85",1.0
"79,18","76,16",3.61
"113,98","112,97",1.41
"140,99","139,98",1.41
"76,1","71,1",5.0
"86,111","82,110",4.12
"1,9","2,6",3.16
"46,121","43,120",3.16
"11,17","13,13",4.47
"42,128","44,126",2.83
"125,26","125,24",2.0
"131,29","132,29",1.0
"53,78","52,78",1.0
"101,108","101,107",1.0
"50,30","49,31",1.41
"66,18","63,19",3.16
"182,85","181,86",1.41
"31,93","31,91",2.0
"162,16","160,15",2.24
"176,45","177,45",1.0
"146,57","147,57",1.0
"4,93","2,93",2.0
"12,115","9,114",3.16
"34,107","32,106",2.24
"5,73","4,72",1.41
"81,102","78,101",3.16
"146,67","145,67",1.0
"7,130","8,127",3.16
"136,75","135,74",1.41
"175,95","174,94",1.41
"24,100","22,99",2.24
"174,47","173,47",1.0
"72,30","72,28",2.0
"179,84","178,82",2.24
"121,15","120,16",1.41
"90,51","90,52",1.0
"143,73","144,73",1.0
"28,83","25,83",3.0
"11,110","10,109",1.41
"15,28","11,23",6.4
"41,98","40,97",1.41
"54,48","53,46",2.24
"151,108","152,107",1.41
"152,85","152,85",0.0
"25,6","25,7",1.0
"145,4","140,3",5.1
"169,1","166,1",3.0
"87,24","86,26",2.24
"32,92","35,91",3.16
"28,130","28,128",2.0
"70,78","69,79",1.41
"120,100","119,101",1.41
"128,19","126,17",2.83
"156,63","155,62",1.41
"110,31","107,28",4.24
"58,3","59,3",1.0
"150,86","147,86",3.0
"52,102","53,101",1.41
"119,130","118,129",1.41
"53,66","50,65",3.16
"130,90","132,90",2.0
"150,30","151,30",1.0
"12,128","10,127",2.24
"184,82","184,83",1.0
"180,45","179,46",1.41
"50,41","52,38",3.61
"74,60","72,60",2.0
"32,9","30,11",2.83
"59,16","59,14",2.0
"89,92","89,91",1.0
"15,113","16,111",2.24
"24,42","21,46",5.0
"145,7","142,5",3.61
"115,60","114,60",1.0
"144,43","143,43",1.0
"115,112","118,110",3.61
"172,110","171,110",1.0
"157,115","159,115",2.0
"99,101","95,101",4.0
"94,84","93,83",1.41
"69,25","67,24",2.24
"188,130","187,130",1.0
"156,36","153,36",3.0
"178,26","177,26",1.0
"109,51","108,52",1.41
"70,114","68,113",2.24
"53,56","51,55",2.24
"180,74","181,72",2.24
"23,62","22,60",2.24
"45,56","43,54",2.83
"77,76","76,76",1.0
"106,48","105,47",1.41
"105,55","106,55",1.0
"168,67","167,68",1.41
"91,129","87,126",5.0
"53,50","51,49",2.24
"93,82","92,81",1.41
"183,103","181,103",2.0
"10,56","10,54",2.0
"181,56","179,56",2.0
"172,59","171,59",1.0
"5,69","6,69",1.0
"124,87","123,88",1.41
"63,27","63,25",2.0
"43,126","43,124",2.0
"1,79","3,79",2.0
"116,38","117,37",1.41
"47,35","47,34",1.0
"81,22","83,18",4.47
"8,37","7,35",2.24
"173,50","172,49",1.41
"12,112","10,114",2.83
"120,112","117,112",3.0
"58,2","50,4",8.25
"20,44","19,43",1.41
"115,128","115,127",1.0
"121,2","118,1",3.16
"164,40","165,39",1.41
"95,110","92,110",3.0
"84,126","86,127",2.24
"7,82","6,82",1.0
"165,77","164,77",1.0
"120,67","119,66",1.41
"68,88","70,88",2.0
"174,36","173,36",1.0
"95,73","94,74",1.41
"180,85","181,83",2.24
"120,68","119,68",1.0
"96,117","97,116",1.41
"151,127","150,129",2.24
"138,48","139,48",1.0
"131,128","130,126",2.24
"25,23","25,22",1.0
"150,13","149,14",1.41
"154,62","155,62",1.0
"172,118","173,117",1.41
"141,124","140,124",1.0
"173,69","172,69",1.0
"133,26","133,24",2.0
"82,109","85,110",3.16
"94,32","92,32",2.0
"36,122","34,120",2.83
"102,122","101,120",2.24
"36,73","34,72",2.24
"116,120","115,118",2.24
"67,93","64,93",3.0
"180,50","179,48",2.24
"1,74","1,73",1.0
"12,13","15,7",6.71
"170,21","166,18",5.0
"57,92","55,92",2.0
"134,94","132,93",2.24
"119,103","117,103",2.0
"39,7","36,5",3.61
"23,105","21,104",2.24
"97,59","96,57",2.24
"136,76","137,77",1.41
"187,39","188,39",1.0
"24,23","22,20",3.61
"76,29","72,32",5.0
"135,36","134,35",1.41
"27,96","26,95",1.41
"11,128","10,129",1.41
"14,61","15,61",1.0
"20,36","18,32",4.47
"158,18","156,16",2.83
"173,72","172,72",1.0
"71,114","69,113",2.24
"19,76","17,75",2.24
"103,126","99,123",5.0
"6,50","6,47",3.0
"5,121","3,121",2.0
"158,98","160,98",2.0
"45,94","45,93",1.0
"150,39","148,40",2.24
"89,111","88,112",1.41
"25,104","24,104",1.0
"105,56","106,54",2.24
"56,8","55,7",1.41
"119,28","118,25",3.16
"150,23","145,23",5.0
"16,77","16,76",1.0
"78,7","74,6",4.12
"172,49","172,48",1.0
"164,85","165,84",1.41
"80,97","80,97",0.0
"109,120","109,122",2.0
"27,48","25,45",3.61
"88,99","85,98",3.16
"170,99","167,99",3.0
"81,57","81,56",1.0
"10,124","8,123",2.24
"34,102","34,101",1.0
"176,86","177,84",2.24
"108,16","109,14",2.24
"160,67","159,65",2.24
"179,10","172,5",8.6
"98,82","92,78",7.21
"87,93","87,92",1.0
"23,4","19,2",4.47
"95,72","94,71",1.41
"140,78","141,79",1.41
"133,64","132,63",1.41
"36,17","36,15",2.0
"115,24","113,25",2.24
"33,94","33,92",2.0
"9,67","8,68",1.41
"174,122","173,121",1.41
"88,28","87,26",2.24
"47,119","48,117",2.24
"44,64","43,62",2.24
"7,111","6,108",3.16
"164,74","163,74",1.0
"124,126","125,125",1.41
"60,7","58,3",4.47
"118,33","116,31",2.83
"141,107","140,107",1.0
"5,67","3,67",2.0
"130,33","130,31",2.0
"138,88","137,89",1.41
"127,126","126,125",1.41
"64,106","62,105",2.24
"23,126","22,122",4.12
"171,48","171,49",1.0
"32,98","31,96",2.24
"159,96","157,96",2.0
"172,33","168,30",5.0
"11,68","10,67",1.41
"84,116","80,113",5.0
"100,6","100,3",3.0
"66,12","65,13",1.41
"159,62","158,62",1.0
"50,110","48,108",2.83
"154,69","155,69",1.0
"139,18","137,18",2.0
"185,47","184,47",1.0
"102,94","103,94",1.0
"163,88","161,88",2.0
"75,5","73,4",2.24
"185,94","184,93",1.41
"115,70","114,70",1.0
"15,117","12,119",3.61
"17,7","13,5",4.47
"13,119","12,117",2.24
"17,115","14,113",3.61
"31,7","28,4",4.24
"120,82","119,82",1.0
"30,92","28,92",2.0
"150,33","147,33",3.0
"180,26","176,21",6.4
"175,7","171,5",4.47
"20,97","19,99",2.24
"54,89","51,88",3.16
"187,124","184,124",3.0
"109,107","108,107",1.0
"102,124","99,123",3.16
"75,99","74,100",1.41
"15,98","14,98",1.0
"116,77","115,77",1.0
"1,98","1,98",0.0
"99,17","97,16",2.24
"151,120","150,117",3.16
"150,58","149,59",1.41
"163,84","164,84",1.0
"165,65","165,66",1.0
"119,30","119,31",1.0
"113,53","113,51",2.0
"124,114","120,114",4.0
"177,76","178,75",1.41
"62,84","63,84",1.0
"58,67","55,67",3.0
"51,125","50,124",1.41
"42,113","41,111",2.24
"11,75","10,75",1.0
"70,23","69,21",2.24
"106,128","104,127",2.24
"104,102","102,102",2.0
"103,51","102,51",1.0
"74,16","69,13",5.83
"136,32","132,33",4.12
"139,37","134,38",5.1
"140,85","140,84",1.0
"31,2","28,4",3.61
"121,59","121,58",1.0
"72,31","74,29",2.83
"146,41","144,42",2.24
"169,110","166,108",3.61
"81,51","78,52",3.16
"57,16","56,16",1.0
"104,67","103,67",1.0
"151,61","152,61",1.0
"24,86","26,86",2.0
"13,18","9,14",5.66
"99,121","95,118",5.0
"138,103","139,103",1.0
"124,31","122,33",2.83
"35,129","37,127",2.83
"52,41","51,41",1.0
"159,127","158,124",3.16
